Title:       ,Ning-LJ two half cells module
 -2.003164 , 4.7564720
 -2.002002 , 4.7558700
 -2.001587 , 4.7551920
 -2.000950 , 4.7519360
 -2.000906 , 4.7530100
 -1.999601 , 4.7511940
 -1.998776 , 4.7498500
 -1.998625 , 4.7483160
 -1.998453 , 4.7473690
 -1.998108 , 4.7453680
 -1.996475 , 4.7443390
 -1.995121 , 4.7434360
 -1.994859 , 4.7437270
 -1.994666 , 4.7422910
 -1.994022 , 4.7400520
 -1.993315 , 4.7389670
 -1.992182 , 4.7390670
 -1.991904 , 4.7367640
 -1.991058 , 4.7353870
 -1.990264 , 4.7333740
 -1.990024 , 4.7334550
 -1.988509 , 4.7328680
 -1.987639 , 4.7311050
 -1.987122 , 4.7289680
 -1.986891 , 4.7276330
 -1.986264 , 4.7262120
 -1.984697 , 4.7259990
 -1.983981 , 4.7234370
 -1.983598 , 4.7245890
 -1.983457 , 4.7219840
 -1.982692 , 4.7198490
 -1.981735 , 4.7195180
 -1.980521 , 4.7174120
 -1.980275 , 4.7196320
 -1.980034 , 4.7160110
 -1.979232 , 4.7140200
 -1.978861 , 4.7137780
 -1.977777 , 4.7133520
 -1.977270 , 4.7113100
 -1.975813 , 4.7109570
 -1.975213 , 4.7100480
 -1.974904 , 4.7079930
 -1.973587 , 4.7066310
 -1.972979 , 4.7050460
 -1.972483 , 4.7042680
 -1.971438 , 4.7035510
 -1.971105 , 4.7010080
 -1.970227 , 4.7006400
 -1.969487 , 4.6998410
 -1.968866 , 4.6979780
 -1.967890 , 4.6967970
 -1.966705 , 4.6949420
 -1.965624 , 4.6947930
 -1.964690 , 4.6936860
 -1.964676 , 4.6906040
 -1.963424 , 4.6898390
 -1.962561 , 4.6873480
 -1.962280 , 4.6897410
 -1.960929 , 4.6857760
 -1.959490 , 4.6845900
 -1.958922 , 4.6840520
 -1.957888 , 4.6834200
 -1.957401 , 4.6803760
 -1.955923 , 4.6798770
 -1.955178 , 4.6784300
 -1.954666 , 4.6770710
 -1.953738 , 4.6759740
 -1.952685 , 4.6744010
 -1.951809 , 4.6731400
 -1.950982 , 4.6714870
 -1.950115 , 4.6692020
 -1.948892 , 4.6696820
 -1.947154 , 4.6673510
 -1.947105 , 4.6690970
 -1.946108 , 4.6647270
 -1.944677 , 4.6632020
 -1.944080 , 4.6619370
 -1.942647 , 4.6617080
 -1.941801 , 4.6592160
 -1.941102 , 4.6583910
 -1.939868 , 4.6566050
 -1.939427 , 4.6550410
 -1.937389 , 4.6544230
 -1.936242 , 4.6542030
 -1.935547 , 4.6521740
 -1.934596 , 4.6506740
 -1.934284 , 4.6472970
 -1.932499 , 4.6471340
 -1.930703 , 4.6451130
 -1.930666 , 4.6465820
 -1.929200 , 4.6436040
 -1.927592 , 4.6421610
 -1.926928 , 4.6396470
 -1.925561 , 4.6391290
 -1.924285 , 4.6374220
 -1.922455 , 4.6379310
 -1.922014 , 4.6326180
 -1.921872 , 4.6354600
 -1.919674 , 4.6315130
 -1.917817 , 4.6311720
 -1.917216 , 4.6290030
 -1.915582 , 4.6283770
 -1.914882 , 4.6252070
 -1.913861 , 4.6246350
 -1.912273 , 4.6226930
 -1.911401 , 4.6223410
 -1.909723 , 4.6216290
 -1.908901 , 4.6197080
 -1.907621 , 4.6172660
 -1.906142 , 4.6165020
 -1.905017 , 4.6146740
 -1.903193 , 4.6145240
 -1.901886 , 4.6122780
 -1.901464 , 4.6102440
 -1.899485 , 4.6088740
 -1.897834 , 4.6083330
 -1.896263 , 4.6064130
 -1.895185 , 4.6052610
 -1.894274 , 4.6020350
 -1.892470 , 4.6013970
 -1.890515 , 4.5998850
 -1.889785 , 4.5992730
 -1.887043 , 4.5990780
 -1.886060 , 4.5972510
 -1.884833 , 4.5939990
 -1.883985 , 4.5919700
 -1.882291 , 4.5903860
 -1.879586 , 4.5908950
 -1.878845 , 4.5884700
 -1.877810 , 4.5867410
 -1.875635 , 4.5857300
 -1.873818 , 4.5850880
 -1.871749 , 4.5828790
 -1.869927 , 4.5821390
 -1.868891 , 4.5786300
 -1.866696 , 4.5780740
 -1.864833 , 4.5764670
 -1.863361 , 4.5757590
 -1.861435 , 4.5735770
 -1.860071 , 4.5712890
 -1.857995 , 4.5689370
 -1.855256 , 4.5696030
 -1.853828 , 4.5683930
 -1.852200 , 4.5664360
 -1.850506 , 4.5629900
 -1.848835 , 4.5622700
 -1.846355 , 4.5616890
 -1.844394 , 4.5605700
 -1.842552 , 4.5576070
 -1.840660 , 4.5564680
 -1.838233 , 4.5544510
 -1.835641 , 4.5537460
 -1.833855 , 4.5515590
 -1.832021 , 4.5505220
 -1.829596 , 4.5488100
 -1.827095 , 4.5472030
 -1.825381 , 4.5448670
 -1.822988 , 4.5442490
 -1.821009 , 4.5423670
 -1.817975 , 4.5411410
 -1.816064 , 4.5378070
 -1.814148 , 4.5370360
 -1.810085 , 4.5371250
 -1.807832 , 4.5360700
 -1.805867 , 4.5323670
 -1.803347 , 4.5305060
 -1.800338 , 4.5289580
 -1.796916 , 4.5288050
 -1.794269 , 4.5264900
 -1.792654 , 4.5247610
 -1.788660 , 4.5234270
 -1.785117 , 4.5222470
 -1.782361 , 4.5203320
 -1.778775 , 4.5197160
 -1.776128 , 4.5173270
 -1.772485 , 4.5151590
 -1.769712 , 4.5121890
 -1.766229 , 4.5121050
 -1.761092 , 4.5122590
 -1.758184 , 4.5096240
 -1.755116 , 4.5068140
 -1.751087 , 4.5058210
 -1.746823 , 4.5045600
 -1.742403 , 4.5031710
 -1.738399 , 4.5004620
 -1.735062 , 4.4995980
 -1.731050 , 4.4975330
 -1.726409 , 4.4958860
 -1.721873 , 4.4941750
 -1.716789 , 4.4941360
 -1.712711 , 4.4919530
 -1.707735 , 4.4898170
 -1.702342 , 4.4879340
 -1.697531 , 4.4874710
 -1.692160 , 4.4860880
 -1.687102 , 4.4832870
 -1.682034 , 4.4812460
 -1.676333 , 4.4803490
 -1.670543 , 4.4786860
 -1.663325 , 4.4786150
 -1.657025 , 4.4760430
 -1.651767 , 4.4750340
 -1.644996 , 4.4729380
 -1.637440 , 4.4713040
 -1.630093 , 4.4703400
 -1.623060 , 4.4698890
 -1.615389 , 4.4678680
 -1.607521 , 4.4662090
 -1.599381 , 4.4633630
 -1.590925 , 4.4622390
 -1.581381 , 4.4618180
 -1.571870 , 4.4599420
 -1.562311 , 4.4596150
 -1.551953 , 4.4584500
 -1.542399 , 4.4559730
 -1.531322 , 4.4541330
 -1.519267 , 4.4532490
 -1.507691 , 4.4530630
 -1.495907 , 4.4511750
 -1.482893 , 4.4485690
 -1.468736 , 4.4490600
 -1.454323 , 4.4489450
 -1.440019 , 4.4475640
 -1.424772 , 4.4455860
 -1.408676 , 4.4434600
 -1.392054 , 4.4430070
 -1.373720 , 4.4435230
 -1.355376 , 4.4421550
 -1.336475 , 4.4411210
 -1.316256 , 4.4398470
 -1.295079 , 4.4393110
 -1.272409 , 4.4384960
 -1.249184 , 4.4374590
 -1.225648 , 4.4358140
 -1.200243 , 4.4352610
 -1.173923 , 4.4333020
 -1.146166 , 4.4338930
 -1.117381 , 4.4334570
 -1.087476 , 4.4321940
 -1.055735 , 4.4315240
 -1.022166 , 4.4301710
 -0.986744 , 4.4303130
 -0.949491 , 4.4300480
 -0.910697 , 4.4278870
 -0.869829 , 4.4262410
 -0.822801 , 4.4258910
 -0.773414 , 4.4239180
 -0.715513 , 4.4219230
 -0.647625 , 4.4181150
 -0.567659 , 4.4125720
 -0.475157 , 4.4081040
 -0.376469 , 4.3979750
 -0.290969 , 4.3738830
 -0.214168 , 4.3587780
 -0.141551 , 4.3683250
 -0.071203 , 4.3813170
 -0.005759 , 4.3783120
 0.0547372 , 4.3638900
 0.1128060 , 4.3575140
 0.1673661 , 4.3607530
 0.2184915 , 4.3642010
 0.2664648 , 4.3596240
 0.3116163 , 4.3533910
 0.3553058 , 4.3520390
 0.3956838 , 4.3522540
 0.4332599 , 4.3491130
 0.4692351 , 4.3450730
 0.5031461 , 4.3424490
 0.5354286 , 4.3440080
 0.5655521 , 4.3417410
 0.5934769 , 4.3368040
 0.6213782 , 4.3330950
 0.6472766 , 4.3326900
 0.6711180 , 4.3329220
 0.6936813 , 4.3310070
 0.7150362 , 4.3253710
 0.7358115 , 4.3216080
 0.7551157 , 4.3203570
 0.7727925 , 4.3217510
 0.7903439 , 4.3204200
 0.8065574 , 4.3159350
 0.8220558 , 4.3101170
 0.8369196 , 4.3094620
 0.8504118 , 4.3098350
 0.8633870 , 4.3099060
 0.8754320 , 4.3046380
 0.8866920 , 4.2999690
 0.8983926 , 4.2983440
 0.9087927 , 4.2995420
